Post#,Post,Relevance,Sentiment,AD?
766049,http://t.cn/8sJeKWZ沙宣营养水 修护蜜 头发柔顺免洗护发素,Y,NEU,advertisement
647956,参与了 双蛋疯狂送礼——领取施华蔻羊绒脂尊享套装 活动http://t.cn/Rz38zWm,N,,
409672,最后一晚在家，一如既往地看到了汤唯的潘婷广告，还看到了法拉的海飞丝，安心滚粗了#看我就这点小志气#,y,"Pantene=NEU
 Head&shoulders=NEU",
249029,#歐萊雅一滴改變等級見證#@crazylady——美麗諮詢@HeJaJala@開花的茶樹菇，我臉大面子大+想讓我的頭髮更加有關澤,Y,NEU,
115419,我试用了高校取样机专供（高校专供） 我觉得：海飞丝的产品还不错，小瓶装的外出携带方便。 （分享自 @喜试网） http://t.cn/8smnExo ,Y,POS,
275480,#我的欧莱雅秀发非凡时刻#（ 我最糟糕的发型发生在大学毕业的时候，那时想着要实习，就去做了头发，结果头发颜色上的不好，重新染了好几次，导致头发分叉干枯，如果当初就有欧莱雅润发精油，头发是不是还能存活下去。,Y,POS,
132276,香不香 死了没有 头皮屑全死了 老婆再也不怕没有洗发水了 过年回家不送礼送礼就送妇妍洁 //老公对老婆说:老婆，跟你商量个事呗！老婆:亲爱的，撒事啊？老公:你妈，下次能不能把你那妇炎洁离我那海飞丝远点 @内涵段子 http://t.cn/zRIBVXm,Y,NEU,SARCASTIC
270623,#我的欧莱雅秀发非凡时刻#@维V尼N @苏婉晴99 @Nono墨瞳 你想和我一样拥有美丽的秀发吗？,N,,
777142,"十万人见证,让你一瘦到底，彻底摆脱肥胖秘籍【http://t.cn/8FBvED0】[给力][给力][给力][给力][给力][给力][给力][给力][给力]淘宝最給力減肥:【http://t.cn/8FBvED0】#上京东看巴展##让美丽更简单##沙宣x花瓣网国际时装周报道#[给力][给力]pztev",N,,
770997,沙宣 我在:http://t.cn/8sbMs5J,n,,
278448,#我的欧莱雅秀发非凡时刻# [害羞] 详情:http://t.cn/8sMWshJ,N,,
730249,泡芙小姐，高贵的品牌有高贵的基因，国家千人科学家计划-国宝级科学家陶军华博士出任技术总顾问，前任小护士化妆品总经理、中国化妆品上市公司索芙特集团CEO、化妆品行业大咖王颖领衔泡芙团队，国际4A广告公司艺术总监杨剑，历任奥美、李奥贝纳、电通总经理，服务安利、百事可乐、沙宣..Emily_si1992,N,,
761960,我试用了沙宣修护水养润发乳 我觉得：洗发乳，一包一次，不错，用后头发干净柔顺。 （分享自 @喜试网） http://t.cn/8smRqa5 ,Y,POS,
606752,#地铁闪电女# 给飘柔做广告的吧！ 详情:http://t.cn/8FOxZjs,Y,AMBIGUOUS,
372724,身为车模，除了脸蛋，最在意的也就是自己的头发了。头发常常被各种洗吹烫，搞得发质越来越差，都不能去参加#欧莱雅炫发大赛#了。桑心…,N,,
72029,去屑实力派，当然海飞丝~~~~@荞燃COS官博,Y,POS,
126725,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8sMksqS,N,,
112397,左边舒服佳右边海飞丝灌的满满的 ：),Y,NEU,
481530,有需要洗发水的可以联系哦！ 潘婷19元（学校超市23）学校超市海飞丝21 元（学校超市25）有需要的可以电联13277964905 货真价实，优惠多多 ，送货到宿舍,y,neu,advertisement
635496,#非诚勿扰#飘柔爱转角的女生有的还是很漂亮的(来自 http://t.cn/hoogs ),N,,
268157,#我的欧莱雅秀发非凡时刻# @松小妞霄 @菜晓雪的女装蝶 @李猪萍萍敬 我想拥有范冰冰那样的头发，美丽逼人，气质超凡，我的男神的屋子里贴的到处都的她的照片！(来自 http://t.cn/8FNBCfK ),N,,
403177,潘婷广告噢，超赞！http://t.cn/Rhfaru9,Y,NEU,official adv. Quato
581028,当微风吹起，你柔顺的秀发随风舞动，隐约间，透着淡淡的飘柔香，这让我爱上你。,N,,
635949,exo 鹿晗世勋一回头！倾倒整栋女生楼！鹿晗世勋二回头！路上汽车乱碰头！鹿晗世勋三回头！天上嫦娥返地球！鹿晗世勋四回头！世上男生没人瞅！鹿晗世勋五回头！贝克汉姆去跳楼！鹿晗世勋六回头！哈雷彗星撞地球！鹿晗世勋七回头！和尚洗头用飘柔！鹿晗世勋八回头！马拉多纳打篮球！,N,,
584413,#长发妹子更受欢迎# 噢不 我还是坚持认为短发很棒！ 突然翻到的去年的图、跟今年的一比............顿时觉得我去年头发明明是飘柔、而且巨飘逸、今年直接毁了[巨汗][泪流满面]  http://t.cn/RvoIZ6x,N,,
656858,#原创作品# #使用施华蔻产品#小粉丝,N,,
58799,#海飞丝校园之星歌手大赛#我发现了一个校园之星！>> 张雯 - 西安财经学院 >> http://t.cn/Rz4MxH3 ,N,,
631945,特反感那些在炫富的人。我的牙膏用的是高露洁，洗发水是飘柔。手机是诺基亚，那样不是名牌？我每天坐着几百万的公交车上学，并和五百强企业，建设银行，农业银行，移动，电信。国家电网，沃尔玛等保持长期稳定的合作关系。你他妈有见过我炫耀？ 我在:http://t.cn/z8LkJL7,Y,NEU,SARCASTIC
162868,我才知道，原来潘婷飘柔海飞丝沙宣都是宝洁的啊？！这么坑！,Y,NEU,
635432,看了杨幂的飘柔广告瞬间[吐][吐][吐]，飘柔男神女神应该都是下图这样的好不好？同意的点赞，不服来骂。,Y,NEU,advertisement
182627,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kEauIX,N,,
804671,大概半年前我们大农企已经和几部游戏谈下来，包括本人比较喜欢的SquareEnix旗下潜行神作《神偷4》。神偷也算是个经典的潜入类游戏了，98年就出了第一作，开创了3D潜行类游戏的鼻祖，今年已经是第四作了，这一系列有着广大的爱好者。还记得之前3Dmark2000的第一个测试场景就是仿神偷的。《神偷》（Thief）系列游戏是由发行过《古墓丽影》系列、《杀手》系列、《杀出重围》系列和《盟军敢死队》系列等游戏的游戏发行公司Eidos（已被日本游戏公司SquareEnix收购）发行的第一人称潜入类游戏。玩,N,,
284293,#我的欧莱雅秀发非凡时刻# @曹格 @志多旭乐心溪mf1PI4O @荣心耀全茂留秀lU96632 我想拥有和她一样的头发,N,,
650046,如果连免费的东西都视而不见，那人和咸鱼有什么区别……呐，现在免费试用活动“新浪时尚试用：施华蔻至臻修护精油润养液”正在进行，别说我没告诉你~ http://t.cn/RzoOIKZ,Y,NEU,advertisement
644613,#飘柔自然之美#我是自然系女生！[偷乐]@飘柔Rejoice 地址：http://t.cn/zTOktfn,N,,
281603,#我的欧莱雅秀发非凡时刻#@坏女人日志_ @999款潮流发型 @让你变幽默 拥有和她一样的头发,N,,
85977,😘 台湾宝岛魔皂 纯手工打造 ：普通产品无可比拟的三大优势.    十二个装洗漱一整套 💎 ：一：控油活性剂 比 沙宣 海飞丝洗发水去屑去油好十个比例 💎 二：祛痘无患子 更安全祛痘 用完见效 不复发 立竿见影 💎 三：收细毛孔去死皮，美白嫩肤 😍,Y,NEU,advertisement
299833,#巴黎欧莱雅把美丽带回家#过年回家不用愁，欧莱雅把美丽带回家活动让你马上美丽回家！更有机票、话费、美丽惊喜等你拿！我选择了奇焕润发精油，新年要马上有非凡~快来参加活动，和我一起把美丽带回家吧~ http://t.cn/zY4bshx,Y,POS,
803850,爱上潘婷，爱它带给我的风华与自信，给我内在强韧，外在柔亮，让我秀发变得健康润泽，轻盈顺滑，光彩焕发，宛若新生!,Y,POS,
506319,非洲大陆荒野单车速降 看着好爽 【 酷玩极限运动】 - 我特别反感那些炫富的人。我牙膏用的是高露洁，洗发水用的是飘柔，手机是诺基亚，哪个不是国际名牌？ 我每天坐着几百万的公交车和几千万的地铁上班都没炫耀，那些开几十万的宝马上班的人牛气什么？ 我常年和建设银行、农... http://t.cn/RZUmzmL,Y,NEU,SARCASTIC
8723,德国飞起来！霍霍。葡萄牙人每次都能冲到德国门前，就偏不射门，而是甩一下头发：清扬，就是没头屑,Y,NEU,SARCASTIC
58597,朵澜洗发水＋护发素，满满2大瓶为一套，比海飞丝潘婷等不用多说，好太多了，以前我都用资生堂和施华蔻的，甚至用过一瓶200毫升240元的，但是效果都没有朵澜好，用完很干净顺滑，不含硅油0刺激，个人真实感受http://t.cn/R7mncvw,y,"Head&shoulders=NEG
 Pantene=NEG
 Schwarzkopf=NEG",
739802,#什么值得买# VS 沙宣 垂坠质感 长效锁水发膜 150ml　25.2元（6折后） 促销详情:http://t.cn/Rhf62q5 来自: @什么值得买,Y,POS,
634475,@唐僧洗头爱飘柔@  这个小孩，才四五岁就来入侵中国！亥…不良儿童！,N,,
611361,无意间看到这张照片，只想说一句:用飘柔，就是这么自信！！！哈哈哈[偷乐][偷乐],Y,NEU,official adv. Quato
790717,我试用了沙宣修护水养洗发露，我觉得：洗后头发干爽，很顺滑，有光泽，推荐大家购买。 http://t.cn/zHUkzBH  （分享自 @喜试网）,Y,POS,
35640,对于【巴萨4-0格拉纳达】我有最独到见地。@wangjunfan6548 @平颖孟强59 @世华宛诚49 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8kyWUUd,N,,
127758,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8sfT4mw,N,,
603104,#说出一句暴露年龄的广告词# :维维豆奶，欢乐开怀！今年过年不收礼呀，不收礼呀不收礼，收礼只收脑白金。脑白金。飘柔就是这么自信，健康美丽喝撒哟、天wo蜂蜜柚子茶 详情:http://t.cn/8s7od64,N,,
612995,"飘柔说这叫""两两垂直的三条直线不在同一平面内""[汗]也可以看做是空间直角坐标系的x轴y轴z轴[汗]明天要考数学 我们一起挂科吧@梓璇别人的故事 @李梓瑜瑜瑜瑜瑜瑜瑜 @石小萌鬼 @王雪怡999 我在:http://t.cn/8Fyu2qS",N,,
577858,"如果大家还在用海飞丝，飘柔，没用过意大利bingo,那我只能说你out了!意大利bingo 洗发套装：400ml洗发水+400ml护发素❶多功能修复，对于头发❷烫染后损伤❸静电❹无营养❺脱发❻出油等有明显修复作用。针对打结毛躁分岔等，洗后明显顺滑、有光泽。",Y,NEU,advertisement
340620,昨天买了小伙伴们都说好用的这个精油，今天用了这效果还真是极好！头发一点也不干燥了，很滋润！[鼓掌][鼓掌][鼓掌]@巴黎欧莱雅 我在:http://t.cn/8kLHAYL,y,pos,
674432,【2店通用】仅售78元！价值686元的Creative芭莎总监工作室施华蔻美发套餐，免费提供WiFi。爱美丽，领略潮流气息~ http://t.cn/8FuIwvZ,N,,
5986,日思夜盼的清扬洗发水总算来了每次来货都被扫光自己都没用到～昨晚用后真心觉得不错凉凉的味道也好香～  http://t.cn/RPPXU9i,y,pos,
85526,老婆，给你商量个事好么？下次把你的洁尔荫放得[奥特曼]离我的海飞丝远一点.......,Y,NEU,SARCASTIC
260017,巴黎欧莱雅洗发一毛燥及难以顺服的发质http://t.cn/RPi5v74（分享自 @微店 http://t.cn/8kD2fJZ）,Y,NEU,advertisement
341372,本来头发很毛糙，用了欧莱雅润发精油有点效果。#欧莱雅护发土豪金#买来当感恩节礼物吧！,y,pos,
493961,夏日炎热 也很美！人更美！让我们来欣赏和祝福我们的匡小明和潘婷新婚夫妇吧！传递幸福！！这是潘云的亲妹妹哈 - -！@欧碧玺-潘帅 收图..- -! @欧碧玺情侣婚纱摄影会所 @欧碧玺文波 @艺飞杨 @欧碧玺小威-很忙 @数码师默默 @欧碧玺申灿 @欧碧玺姣姣 @欧碧玺小艾 @欧碧玺小小,N,,
36841,对于【亚冠特刊《广州广州》】我有最独到见地。@许政谚义婷乐杰 @蔡家东台昇智惠 @张彦惠建杰欣新 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8kwt3zR,N,,
16632,CLEAR 清扬 男士洗发露 清爽控油型750ml 44.5元（部分地区无货） 促销详情:http://t.cn/8sPkh4F #什么值得买-发现频道#,Y,NEU,advertisement
491544,I believe that you lead a busy but happy life these days. Right?[兔子][兔子]@PaNlItInG-潘婷,N,,
661422,头发和皮肤一样，换季时刻总是特别脆弱，再加上经常烫染，毛躁不服帖接踵而至，每当此时，我都会想到施华蔻的补水神器-羊绒脂滋养营养水，独特的水乳混合质地，用前摇匀，喷洒瞬间一股香甜的糖果香弥漫开来~使用后立刻安抚杂乱毛毛的头发，给我带来一整天的顺滑感受！,Y,POS,
158119,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FXhibj,N,,
612828,飘柔女神都相继出嫁了[兔子],Y,NEU,advertisement
250374,#欧莱雅一滴改变等你见证#@迷糊博 @北漂的爷 @Edwin_杨志航 这是我的欧莱雅奇焕精油“天使环”+因为欧莱雅奇焕润发精油使我的秀发更柔软更水润更光泽！,Y,POS,
205208,赞哦，寄送速度还是蛮快的，我的海飞丝，依然无懈可击 http://t.cn/8khW0ef,Y,NEU,SARCASTIC
803948,"Pantene潘婷丝质顺滑洗发露，蕴含2倍维他命原， 精准修护秀发损伤，温和洁净秀发同时给秀发补充营养，深层持久保湿, 提升脆弱毛燥秀发至丝般柔顺，补水因子持久保持秀发滋润柔顺，防止毛燥打结，提升脆弱毛燥秀发至丝般柔顺，各种发质适用。健一网特价￥26包邮，近期单品好价了，不用凑单满减啥啥的，直接单品包邮，同是手快有的节奏。 手快有：Pantene 潘婷 丝质顺滑洗发露 750ml ￥26包邮，首发于得利网，购买链接。",Y,NEU,advertisement
738630,#我在搜狐视频上传#《沙宣托尼盖艾伦技术理念二》：艾伦技术理念二http://t.cn/Rhlehzt（分享来自于：@搜狐视频空间）http://t.cn/Rhlehzt,N,,
519438,快发霉了，赶紧晒晒太阳～积极准备挑战，fighting！ 不要在意老男人为什么PO照片，用飘柔，就是这么自信！ 有没有更像格里芬了~@洗洗不要睡好吗 @非非常帅的24k纯帅巨蟹座Monkey @Han妹纸说话我会紧张的 @Cynthia皓皓 @Volador-Adrian @玲珑少年在岸上w @刹那断天涯 新眼镜骚吗,Y,NEU,SARCASTIC
112467,老婆，给你商量个事好么？下次把你的洁尔荫放得离我的[弱]海飞丝远一点.......,Y,NEU,SARCASTIC
180556,海飞丝也应该找天妹作代言。[哈哈],y,neu,
588238,3.太实惠了。郭碧婷，罗志祥，俊男靓女的组合，飘柔拍的确实也挺美，还不贵，可从没买过，为什么呢？不知道,Y,POS,
795268,我家是有多奇葩啊 买了五六瓶沐浴露 所以前两次放假回家我都把新买的沐浴露当成洗发水 唯一能用的就剩瓶沙宣 可那货是染发专用啊艹 我长这么大就没染过发啊艹 终于这次我妈买了瓶洗发水 可我找遍了厕所都没找到 我擦 打电话一问放在厨房旁边架子上  尼玛一用还是润发素 润个JB吗 我要洗头发啊[泪][泪],N,,
725590,我也知道上层人的生活，一次剪发168感觉很便宜，做一次塑型，非要我用欧莱雅的，我坚持用施华蔻，那阿觉居然跟我说，我应该选欧莱雅的，废话，欧莱雅比施华蔻要多花400，对我来说，很奢侈，最后我强烈要求今天花多钱就刷多少钱，多一毛我都不会掏钱，那帮混蛋，进门的时候是大爷，不办卡就甩脸，,N,,
598260,上海——欢乐谷 上海滩@小幂蜂花园 @凤小六vs凤小九 @唐僧洗头让孙悟空拿飘柔 @JPM_black芷紜_甯兒鬼鬼 @鉴婊怪36一起走,N,,
486870,霍书谣：民族，汉族，出生地：广州出生日期：1990年7月22日职业：歌手演员模特。代言广告：九阳豆浆机，爱慕内衣，潘婷洗发水等。拥有傲人身材和天使面孔的霍书谣，身穿比基尼，集性感野性和欧式风情于一身。,N,,
189819,#海飞丝无畏人生大挑战# 我刚刚参加了@海飞丝实力派 的无畏人生大挑战，测试结果神准！大家快来听听我的测试结果吧→→ http://t.cn/zRGVZ0o http://t.cn/8kMhEzY ,N,,
531386,哈哈哈，今天的披萨被报销啦~好开森@_逗逗逗逗逗比 @唐僧洗头用飘柔2222,N,,
363275,#欧莱雅炫发大赛#护发土豪金就是欧莱雅奇焕润发精油~,Y,NEU,
554807,#墨雪小哲理#阳光越过窗沿，午后慵懒的天，白云卷起日头，映在水里的面。秋风过境的思念，拖着如醉的枫叶，洒在湖的中间。远山传来的歌声，泛起了秋日的涧，水波柔柔的清潭里，小鱼儿轻轻的转。水草的飘柔，奏出曼妙的五线谱，你跳动的音符，如梦的舞出清影，映在画里的涧。,N,,
519170,特反感那些在炫富的人。本尊的牙膏用的是高露洁，洗发水是飘柔，手机是诺基亚，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，农业银行，中移动，中石油，国[奥特曼]家电网，沃尔玛等保持长期稳定的合作关系。你有见我炫耀吗？,Y,NEU,SARCASTIC
737135,大家来帮忙[亲亲]日本有什么洗发水是适合有头屑和发油的发质的吗，求推荐[害羞]谢谢。本人用沙宣十几年实在不知道，朋友有需求，谢谢谢谢[亲亲],Y,NEU,
794589,第二次买了，物流很给力，很速度。用过了，之前我的头皮屑也有的，坚持用了下，也没有那么多了，而且头皮到第二天也不会那么的痒了。我之前用沙宣的，用过之后头皮发痒。这款洗发水算是功效性的产品，一股生姜的味道，亲们用的时候，不要弄到眼睛去，如果觉得气味不喜欢的话，... http://t.cn/zTQiAKl,Y,NEG,
606257,用飘柔，就是这么自信。,Y,NEU,SARCASTIC
520444,#晒晒我的男朋友#效果必须杠杠的阿！ 才用了三次就如此的飘逸  我们的一禾三生洗护完全符合飘柔广告的柔顺阿[色] 使用后一秒变女神 不要太迷恋自己[害羞] 自己用的好 又来帮朋友回购 超赞[强],Y,POS,
40366,对于【今晚你怎样为冠冲昏头？】我有最独到见地。@惠成嘉香975 @高伊霖774 @林俊旭62041 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/zRYefy1,N,,
440974,#让红包飞#祥蛇摆尾挥手去，万马奔腾踏瑞来。钟声是我的问候，歌声是我的祝福，红包是我的礼物！评论这条微博，我就把红包送给你，小伙伴们马年快乐！ @YzC_宸 @蓝忭 @南瓜車荔枝潘婷  http://t.cn/8ka4t9y,N,,
657519,直到女侠的必然都是爱自己的女人，掉发少了，头发顺了[得意]终于找到适合自己的洗护了吧[得意]施华蔻，丝蓓绮，7水之密语都靠边站，这句话牛微信295238673,Y,NEG,
491730,自从用了潘婷，让我第一次这么厌恶自己的头发！！以后再也不用了  潘婷去你的！！哼！[哼][哼][抓狂][怒] 我在:http://t.cn/zQMQaAH,Y,NEG,
672469,白吃有理，免费无罪！我报名了大众点评“【点评福利免费抢】Honey House施华蔻护理免费体验”[给力]　；快来参加！报名戳>>>  #大众点评网同城活动#http://t.cn/RvngBCK,N,,
256707,范爷的发质真好，是用了代言的欧莱雅洗发水吗？[偷笑][偷笑][偷笑][偷笑]感觉太久太久没有好好的看一部电影，追一部剧集了，每天都在各种瞎忙。[失望] http://t.cn/RPVxJtT,Y,NEU,
184812,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kNfNea,N,,
156325,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8FScEeD,N,,
737197,今天在大润发办理会员卡处丢失一件大瓶沙宣轻盈顺柔润发乳，现已被保留。希望有明天去大润发的哪位同学帮忙带回。（应该在一楼服务中心）14生物学系生技曾虹婷，短号639324。谢谢~下附购物小票一张，可能需要出示方可领取。【From wx:Hstcsd】,N,,
202272,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8kz3mug,N,,
387767,【视频欧莱雅洗发水_观池_新浪播客】欧莱雅洗发水  http://t.cn/zQEeCVk（分享自 @新浪视频）,Y,NEU,official adv. Quato
292752,#我的欧莱雅秀发非凡时刻#@keenkou812 你平时最懒了，哈哈，逮到啦，快来看看,N,,
134710,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8s7RGC3,N,,
527606,飘柔 就是这么自信,Y,NEU,SARCASTIC
402638,【#品观君揭秘#你造宝洁旗下全球销售Top3的品牌是哪三个吗？】宝洁旗下有多少个品牌？数数有很多啊，什么玉兰油、海飞丝、飘柔、潘婷、帮宝适、佳洁士、吉列、汰渍等…但是，如果让你猜，宝洁旗下销售排名前三的品牌是什么你造吗？知识浅薄的品观君，猜的是玉兰油、海飞丝、飘柔。然后，全错了……[哼],Y,NEU,
508347,低头族情侣放下手机，唤起真爱吧！将手机切换到飘柔#真爱模式#，即可享受无人打扰的二人世界，累积真爱时间，更有机会赢取新加坡浪漫之旅及浪漫大餐。,N,,
651482,别老说我家洗护没有欧莱雅施华蔻的名气还卖得贵一分价格一分原料他们广告费都是羊毛出在羊身上你给她钱她就给你代言..我们玖蔻洗护没有大牌明星代言..我们做的是专业洗护.都是顾客的真实反馈️ http://t.cn/RzyQ05m,N,,
284126,#我的欧莱雅秀发非凡时刻#@亲亲小洋宝儿 我使用欧莱雅奇焕润发精油后就想这效果真是逆天了，方便快捷，效果还很好呢！,Y,POS,
190205,告别海飞丝，迎来斯柯达。好大的LED屏！好多高速摄影！家里没有环绕立体，于是声音怪怪的。,N,,
585257,我校某人一回头，吓死河边一只牛。  我校某人二回头，全校女生一齐呕。  我校某人三回头，全球色魔齐跳楼。  我校某人四回头，黄河从此不再流。  我校某人五回头，大庆油田不出油。  我校某人六回头，浮游生物不浮游。  我校某人七回头，碧咸要打乒乓球。  我校某人八回头，和尚洗头用飘柔。  。,Y,NEU,SARCASTIC
57499,其实为什么要推荐玛思卡华洗发水？因为头发我之前也很苦恼！一直用的洗发水也无非就是那些常见的潘婷、海飞丝、飘柔、沙宣啊等老品牌众所周知！但是依然摆脱不了掉发、头屑、出油、干黄开衩问题，头发就像稻草，没营养！加上发丝细软，一到冬天这个静电啊！劈里啪啦~[失望] http://t.cn/Rz8S2I0,Y,"Pantene=NEG
 Head&shoulders=NEG
 Rejoice=NEG
 Vidal Sassoon=NEG",
765037,小时候家里洗发都是买蜂花护发素，独立生活后这种习惯延续至今。和沙宣、飘柔、潘婷等牌子比，它比较乡土，可是用习惯了，还是买它。习惯是种可爱又可怕的力量。它让人觉得舒服又让人变得固执。,Y,"Vidal Sassoon=NEU
 Rejoice=NEU
 Pantene=NEU",
593864,谢谢朋友对吕评价，说的很实在，吕洗护系列真的是那些飘柔、潘婷不能比的，用过的人才知道，下午会到黑吕6套，白吕6套，趁着有现货的时候，下手要快，别等没有了又来问，等货是很痛苦的。 我在:http://t.cn/8sjTroA,Y,Pantene=NEG,
635370,为什么我用了雀士纸尿布却变不了天才 为什么我吃冰工厂没有被冻住 为什么我用飘柔洗头感觉不到一点自信 为什么妈妈送旺仔牛奶来学校时学校没有广播叫我 为什么我去超市买益达忘了拿也没有美女跟我说 嘿你的益达 为什么我喝七喜没有召唤出小人 为什么我喝营养快线还是没精神,Y,AMBIGUOUS,
247137,#欧莱雅一滴改变等你见证# @四叶草5541@学渣扁扁不在@一土人思怀 我需要欧莱雅奇焕润发精油，因为我已经体验试用装真的超级好用啊。。,Y,POS,
86838,好幸运！我刚刚在#丝源会#中抽到了丝源音乐盒，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/RPZslBa,N,,
67526,CK洗发水，已成我们口碑款，无数反馈，去屑比海飞丝好，柔顺比飘柔好[哈哈]真正解决头发问题！1000ml家庭装，非常超值哟 没试过的亲都赶紧试试吧！..价格便宜 http://t.cn/z8AqNXv,Y,"Head&shoulders=NEG
 Rejoice=NEG",
600832,【新闻综述】①25省份上调企退人员养老金 北京每月3050元最高; ②舟曲泥石流冲垮豆腐渣大坝调查:县领导无人担责; ③发改委：即日起废止食盐专营许可证管理办法; ④清扬飘柔洗发水防腐剂含量较高 易致皮肤过敏......更多新闻点击http://t.cn/8sTL1Mz,Y,"Clear=NEG
 Rejoice=NEG",
291335,今天给妈妈买了一瓶相宜本草的乳液用用，然后买了一瓶洗发水，今天屈臣氏搞活动，很优惠。但是回到家后 才发现 原来家里还有两瓶欧莱雅的洗发水 没有用过 我这是闹哪样 [哼]记性啊[委屈],Y,NEU,
278348,#我的欧莱雅秀发非凡时刻#头发是爱断@快乐小清儿 想试用一下这个产品怎么样,Y,NEU,
17581,我家清扬从去年用到现在还没用完。。。。不过男式的还满好用的@Clear清扬,Y,NEU,
17905,对于【萨克雷连中自己都惊了】我有最独到见地。@禹俊俐慧燕 @志博信哲惠婷 @caijiaxue361 都给捧个场，为我的#清扬冠军见地#转发喝彩！你也有最神的评论？来@Clear清扬 亮出来瞧瞧：  http://t.cn/8FmQ7Eb,N,,
85895,【又一大波妹纸即将出现】小伙伴们，放下你的德玛西亚，放下AK-47，用飘柔的海飞丝整理你的头发，用高夫的妮维雅清洁你的脸颊，用吉列的飞利浦减去你的胡须，因为我们只想用妹纸净化你的心灵！#妹纸去哪儿了#第二阶段投票今日12时正式拉开帷幕！为女神投票戳这里 >>> http://t.cn/RP7P6tC,Y,NEU,advertisement
129181,吃碗小锅米线差一海飞丝就被贴罚单，坡脚的红色本田有点悲催被拖走了…现在街道很干净[哈哈][哈哈][哈哈],N,,
717270,券搜搜U站【抽奖抽到手抽筋>>空手套白狼】如火如荼的进行中[围观]，正在进行中的奖品有：阿芙、za、施华蔻、高丝…各类美妆顶尖品牌奖品免费抽啦！一路抽奖high到爆[礼物]~~你还在等什么，赶快行动起来啦！活动地址：http://t.cn/z8cSVMi 再不抽奖就没啦！[亲亲][亲亲],Y,NEU,advertisement
694039,#时尚教父潮流对话#我刚与卡尔·拉格斐进行了一场穿越时空的潮流对话，这是他为我推荐的“纯美真粹”造型，是不是超赞？@狂飙新世纪@蓝颜水晶泪@纳间乌滨菠庆 快点击http://t.cn/8sGMmSV 与他对话吧，还有丰厚的礼品拿！@施华蔻官方微博 ,N,,
391593,体验下鸡蛋啤酒萃取物洗发露！！欧莱雅白菜价考虑先寄回国以免行李超重！ 我在:http://t.cn/zH3ZWan,Y,NEU,advertisement
46328,"我参与了@Clear清扬 发起的投票【尽享完美婚礼  邂逅无屑美丽】，我投给了""婚宴现场手忙脚乱，简直是个“慌张新娘”""这个选项。你也快来表态吧：http://t.cn/zQinvVA",N,,
149135,好幸运！我刚刚在#丝源会#中抽到了发肌专家咨询，可以拿积分制作更多的花盆、兑换更多优惠劵和奖品咯！@海飞丝丝源复活 http://t.cn/8Fjv6ge,N,,
296700,我周围不止一个朋友告诉我，巴黎欧莱雅睫毛焕活精华液的确可以让睫毛生长，很值得一试。这款产品是巴黎欧莱雅彩妆与护发实验室首度跨界合作，是携手年度巨献睫毛保养全新概念的重量级产品。其中突破性两种高科技神奇焕活成分，焕活氨酸与积雪草精华的完美结合，能促进睫毛生...,N,,
606130,特反感那些在炫富的人。本尊的牙膏用的是高露洁，洗发水是飘柔，手机是诺基亚，哪样不是名牌？每天坐着几百万的公交车上班，并和五百强企业，建设银行，农业银行，中移动，中石油，国家电网，沃尔玛等保持长期稳定的合作关系。你有见我炫耀吗？[哈哈] （转）,Y,NEU,SARCASTIC
538191,[嘘]花说我今天上午穿的裙子：象用飘柔洗过的水母，沾点芥末就可以吃[爱你]。[馋嘴][馋嘴][馋嘴][馋嘴]#这广告词有创意#,Y,POS,
